,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,last name,first_Name,range_age,Month_number,categorizes_geo
1695,43,"298maris0lm0t0rway\nw3stal3xys,ct83260",admin.,married,secondary,False,132,False,False,cellular,19,aug,574,1,84,3,success,True,reynolds,kiley,4,8,nan
1697,34,"9861 champlin port suite 601\nclaudeburgh, fm 61463-5004",blue-collar,married,secondary,False,7,True,True,cellular,2,feb,171,2,193,2,other,False,kemmer,caterina,3,2,nan
1698,31,"2682littlecrossroadave.\nportdomenico,mp62113",management,single,tertiary,False,3283,False,False,cellular,2,feb,258,1,73,1,failure,True,robel,amiya,3,2,nan
1703,40,"23347 garrett corners\nnew juwan, ga 02326",unemployed,divorced,secondary,False,507,True,False,cellular,2,feb,134,1,266,7,failure,False,schulist,elisabeth,4,2,nan
1707,30,"6998 gorczany road apt. 160\nwest adrain, ky 93108-3616",self-employed,married,secondary,False,123,False,True,unknown,17,jul,66,1,85,5,other,False,kling,ova,3,7,nan
1713,56,"818haagvillage\neastmatt,tn70729-8864",blue-collar,married,secondary,False,2190,False,True,cellular,30,jan,90,2,232,1,failure,False,nicolas,antwon,5,1,nan
1719,48,"7179 rosalee lodge apt. 288\ndavontemouth, nd 63701-7161",management,married,secondary,False,4415,True,False,cellular,8,apr,1032,3,141,7,failure,True,mante,hobart,4,4,nan
1729,53,"09880 hauck islands\nnew tremayne, id 47365",admin.,single,secondary,False,2398,True,False,cellular,2,aug,317,1,180,2,failure,True,dooley,xavier,5,8,nan
1736,40,"7781 b0sc0 light av3.\np0wl0wskivill3, ca 52945",admin.,single,secondary,False,100,True,False,cellular,11,aug,221,1,461,1,success,True,tremblay,timmy,4,8,nan
1748,49,"896 erdman forks st.\nrodriguezberg, ny 98461-1408",admin.,married,secondary,False,197,True,False,cellular,13,apr,223,1,182,2,failure,True,schroeder,nia,4,4,nan
1749,40,"095 dick3ns inl3t suit3 027\n3ast gillianch3st3r, va 12467",technician,single,tertiary,False,825,True,False,cellular,20,apr,38,1,335,1,other,False,weber,bruce,4,4,nan
1750,47,"691 gunnar square st.\nmcdermotttown, wy 93323",housemaid,single,tertiary,False,3232,False,False,telephone,6,oct,541,1,204,3,failure,False,muller,zora,4,10,nan
1754,29,"338 carroll rest st.\ngretchenbury, ak 94325",management,single,tertiary,False,1445,False,False,cellular,26,apr,328,2,143,2,success,True,grant,kaylah,2,4,nan
1760,35,"6854 ann3tt3 l0ck suit3 451\nschummp0rt, m3 21298-4282",technician,married,secondary,False,0,True,False,cellular,9,nov,524,1,96,5,success,True,rolfson,adonis,3,11,nan
1762,35,"41450 runolfsson groves\ndamonton, nd 77993-9818",self-employed,single,tertiary,False,44,False,False,cellular,7,sep,310,2,96,2,other,False,abbott,wilmer,3,9,nan
1764,29,"9518 w3stl3y f0rds av3.\nflatl3yp0rt, gu 07487",admin.,single,secondary,False,1992,False,False,cellular,8,jul,202,1,87,2,failure,False,hickle,marianna,2,7,nan
1767,51,"2611 berge circles ave.\nhanemouth, ks 95590-9902",management,single,tertiary,False,297,True,False,cellular,15,may,415,4,375,1,failure,True,von,opal,5,5,nan
1779,32,"4517 ferry extensions ave.\nnorth charlene, ma 90046-8559",technician,single,tertiary,False,13711,True,False,cellular,14,may,638,1,175,3,success,False,dibbert,percy,3,5,nan
1786,37,"053 mills roads st.\neast velvashire, ar 50432",services,single,secondary,False,1175,True,False,cellular,15,may,102,1,333,2,failure,False,gleichner,colten,3,5,nan
1805,70,"46129 c0l3 kn0lls\nlak3 rylan, nh 33566-5252",retired,married,tertiary,False,15834,False,False,cellular,5,apr,172,3,186,1,failure,False,hintz,antonia,7,4,nan
1810,28,"048d0nnyp0intsuit3151\nlak3g30rg3tt3,nc01959-8779",blue-collar,married,secondary,False,373,True,False,cellular,14,may,10,9,344,1,failure,False,hilpert,abbie,2,5,nan
1817,27,"4240 kuhic mills av3.\narmanistad, la 78656-3382",blue-collar,married,secondary,False,2171,True,False,cellular,16,apr,130,1,323,1,other,False,schimmel,maverick,2,4,nan
1820,46,"857 lemke mews apt. 684\njanbury, pr 67431",admin.,married,secondary,False,4958,True,False,cellular,17,nov,64,3,150,5,other,False,hand,brandyn,4,11,nan
1827,50,"223 lisa hills st.\nnorth raina, mp 12638-5694",management,married,tertiary,False,4374,True,False,cellular,21,nov,163,2,113,3,failure,False,kemmer,maximilian,5,11,relief
1830,36,"83009 margie forest\nsallyhaven, ma 67956-4220",services,single,secondary,False,774,True,False,cellular,3,feb,231,2,259,1,failure,False,kovacek,katelyn,3,2,nan
1833,37,"080 dexter fork suite 917\nroobbury, sd 88552",blue-collar,married,primary,False,0,True,False,cellular,6,may,226,1,363,3,other,False,kutch,frederique,3,5,nan
1848,38,"165 larson view \nbernhardborough, sc 47443-5207",blue-collar,married,primary,False,2240,True,False,cellular,19,nov,551,1,183,1,failure,False,daniel,twila,3,11,nan
1856,48,"880 lesch centers apt. 104\nwest alyson, sc 98017",management,divorced,tertiary,False,541,True,False,cellular,14,may,72,1,363,2,other,False,grimes,jesse,4,5,nan
1862,47,"6723r0b3lplainssuit3769\nkayl33land,vi68757",blue-collar,married,secondary,False,1230,True,False,cellular,30,apr,412,1,169,1,success,True,walsh,dawn,4,4,flat
1863,32,"157 deshaun gardens st.\nalessandramouth, nm 16574-3286",admin.,single,secondary,False,45,True,True,cellular,14,may,908,3,344,7,other,False,schneider,nicolas,3,5,nan
1866,86,"663 shanel landing st.\nwest grady, oh 52228-1252",retired,married,secondary,False,1503,False,False,telephone,18,mar,165,3,101,1,other,False,casper,syble,8,3,nan
1868,42,"00713 jakubowski turnpike\nlianaton, md 67566-7587",management,married,primary,False,-679,True,True,cellular,6,may,159,1,343,2,failure,False,gaylord,americo,4,5,nan
1870,25,"397 katelyn lights apt. 529\neast audreanne, pr 45822-7090",student,single,unknown,False,10788,False,False,cellular,23,dec,102,2,210,2,other,False,erdman,suzanne,2,12,nan
1871,34,"45396 trent landing\nolsonmouth, ap 69684-7325",services,divorced,secondary,False,991,True,False,cellular,6,may,89,1,344,1,failure,False,bauch,juvenal,3,5,nan
1875,30,"067 nolan ford suite 145\nnorth eileen, md 46106-3829",blue-collar,single,secondary,False,180,False,False,cellular,14,jul,203,1,183,2,failure,False,ankunding,janis,3,7,nan
1882,34,"6214bobbymountainave.\neastdorthystad,or42858-1015",technician,single,secondary,False,440,True,False,cellular,6,may,445,2,345,2,failure,False,barton,rocky,3,5,nan
1884,39,"7799 yost glen ave.\nboganport, ny 67741",technician,married,secondary,False,-735,True,False,cellular,30,jan,144,5,248,2,failure,False,daniel,talia,3,1,nan
1886,39,"643 miller shoals suite 662\nhalvorsonside, de 25494-1845",technician,divorced,secondary,False,902,True,False,cellular,10,feb,691,2,180,5,failure,True,baumbach,grant,3,2,nan
1904,28,"925wald0trafficwaysuit3131\n3astnatasha,m083117",student,single,tertiary,False,0,False,False,cellular,28,sep,294,2,105,7,other,True,watsica,carmelo,2,9,nan
1905,46,"284 r33d gat3way suit3 596\nr0s3nbaumb3rg, mi 48828-6716",management,married,tertiary,False,273,True,False,cellular,18,mar,910,2,184,4,success,True,aufderhar,loyce,4,3,nan
1910,54,"50279 b03hm f0rks\nhaili3sid3, m0 39968-3339",retired,married,secondary,False,1139,True,False,cellular,14,may,155,1,177,7,failure,False,mante,matteo,5,5,nan
1912,54,"0896 marquis3 path \ndustyshir3, hi 30293",blue-collar,married,secondary,False,0,False,False,telephone,16,apr,1366,1,150,1,failure,False,schumm,augustine,5,4,nan
1915,29,"107 verona islands \neast tanya, ga 61191-3417",management,single,tertiary,False,1026,False,False,cellular,12,nov,226,1,92,1,other,True,batz,ceasar,2,11,nan
1928,22,"08400 waldo unions\nwest deshaun, nv 22298",student,single,primary,False,3472,False,False,cellular,20,oct,332,1,183,3,failure,True,gulgowski,hallie,2,10,nan
1933,49,"853 jam3l passag3 suit3 943\ngradych3st3r, ia 25870-4239",blue-collar,married,primary,False,474,True,True,telephone,9,feb,152,3,221,1,failure,False,waelchi,courtney,4,2,nan
1951,46,"351 lamar mall st.\nkubburgh, ca 60781",entrepreneur,single,tertiary,False,1410,True,False,cellular,19,nov,93,1,189,8,failure,False,o'reilly,albert,4,11,nan
1952,41,"4194 estevan cove suite 328\nnew irwin, ok 55055-5965",admin.,divorced,secondary,False,6046,True,True,telephone,15,mar,300,6,182,2,success,True,flatley,zion,4,3,nan
1953,36,"1068 maurice mews ave.\nlubowitzfurt, ma 95648-3597",admin.,single,tertiary,False,980,False,False,cellular,11,nov,118,4,104,7,failure,False,treutel,katheryn,3,11,nan
1956,77,"325 monserrate island st.\nwest minervaland, nm 17691",retired,married,primary,False,680,False,False,telephone,24,feb,513,2,89,7,failure,False,wisoky,harley,7,2,nan
1970,35,"920 smith bridge st.\nalantown, ap 04348-1759",technician,married,secondary,False,-259,True,False,cellular,29,jan,381,1,247,2,failure,False,jewess,soledad,3,1,nan
1978,54,"72133bauchstream\nnewelishaberg,oh75516",blue-collar,married,unknown,False,310,True,False,telephone,28,jan,526,4,258,3,other,False,cole,mohammed,5,1,nan
1980,56,"224 pip3r l0cks st.\ns0uth p3arlm0uth, nj 21118",admin.,married,unknown,False,2038,False,False,cellular,8,feb,405,1,305,1,success,False,bashirian,frank,5,2,nan
1983,34,"6888 krystal burg av3.\nr3yn0ldsfurt, ia 41210",technician,single,secondary,False,105,True,False,cellular,7,may,146,2,171,3,failure,False,jacobs,genoveva,3,5,nan
1989,45,"806hirtheshoalsst.\neastkarlside,la08214-0318",blue-collar,married,secondary,False,2926,True,True,cellular,19,nov,482,3,120,2,failure,False,fahey,ransom,4,11,nan
2000,28,"6284 d3witt w3ll apt. 083\nalvi3w, ma 75865-5283",blue-collar,married,primary,False,60,True,False,cellular,6,may,161,1,337,1,failure,False,kozey,kevon,2,5,nan
2002,32,"857 vonrueden spur suite 503\nport soledadburgh, nc 92479-4802",admin.,single,tertiary,False,1583,True,False,cellular,19,nov,100,1,182,1,failure,False,deckow,abby,3,11,nan
2004,28,"606alfredatrafficway\nstehrburgh,mi79290-4252",blue-collar,single,secondary,False,1065,True,True,cellular,17,apr,406,1,317,1,failure,False,christiansen,lester,2,4,nan
2005,51,"335 fah3y hav3n \nmcclur3f0rt, wi 05066",unemployed,married,secondary,False,-13,True,False,cellular,13,may,361,1,364,1,failure,False,daniel,napoleon,5,5,nan
2013,31,"3806 bosco drive suite 629\njustynchester, ok 85450-0263",blue-collar,single,secondary,False,609,True,False,cellular,14,apr,1126,1,335,1,failure,False,gislason,damion,3,4,nan
2015,40,"3526 douglas stravenue ave.\nsawaynberg, in 02807",management,single,tertiary,False,0,True,False,cellular,23,feb,228,2,182,6,failure,True,rau,hugh,4,2,nan
2019,51,"8934 carolina forks \naudrachester, ky 54868",blue-collar,married,primary,False,42,True,False,cellular,12,may,51,2,342,3,failure,False,ratke,dakota,5,5,nan
2032,59,"36736 kilback gr33ns\nn3w h3rman, a3 22170",management,married,primary,False,1727,False,False,telephone,25,may,500,4,358,2,failure,True,hoeger,therese,5,5,nan
2037,30,"1277 alana unions ave.\nport judge, ks 84916-2487",management,married,tertiary,False,1942,True,True,cellular,21,nov,436,2,178,3,other,True,runolfsson,claud,3,11,nan
2049,59,"323 purdy shores suite 122\nkielland, pw 73753-8583",technician,married,primary,False,4198,False,False,cellular,14,jan,309,1,91,10,success,True,herman,madisyn,5,1,nan
2050,52,"9405willmscrestave.\nnorthhopeview,ga33322-1245",blue-collar,married,primary,False,230,True,False,cellular,6,may,198,2,170,2,failure,False,romaguera,neal,5,5,nan
2055,48,"111fadelspringsst.\nwolfton,nj59255-3179",technician,married,secondary,False,568,True,False,cellular,2,sep,378,2,386,1,success,True,willms,evie,4,9,nan
2062,29,"968 farr3ll gat3way \nw3st silas, a3 40738-2510",blue-collar,married,unknown,False,486,True,False,cellular,6,may,422,1,363,1,failure,False,keeling,denis,2,5,nan
2067,41,"517dubuquelightsapt.028\nlakebrisaburgh,mo80177",housemaid,divorced,primary,False,22,True,False,cellular,18,nov,238,3,126,4,other,False,hane,orland,4,11,water
2068,47,"5234terryrunave.\nlakeabby,hi10107",technician,married,secondary,False,1167,True,False,cellular,30,apr,968,1,87,5,failure,True,brekke,astrid,4,4,water
2069,38,"3652 j3nnif3r trail \nn0rth d0nat0hav3n, ap 02584",management,single,tertiary,False,35,True,False,cellular,17,apr,156,1,273,3,failure,False,volkman,janelle,3,4,nan
2070,80,"238hermanmountainst.\nwestzackary,ky79634",retired,married,secondary,False,8304,False,False,telephone,6,apr,681,1,118,11,success,False,mohr,nola,8,4,nan
2075,69,"57518 stanton camp\nritchieshire, ct 67945-2148",retired,married,tertiary,False,473,False,False,cellular,7,jul,112,1,78,1,failure,False,price,marjolaine,6,7,nan
2088,26,"9890 zulauf camp suit3 006\np0rt dayna, ky 14436-9278",management,single,tertiary,False,592,False,False,telephone,29,jan,145,2,164,1,other,False,skiles,levi,2,1,nan
2096,58,"00551 kunze estates\nnew ashton, me 45934-4358",management,married,tertiary,False,9339,True,False,telephone,18,nov,52,3,172,3,other,False,o'reilly,heber,5,11,nan
2103,39,"78832cartwrightpine\nzemlaktown,co67290-2076",services,married,secondary,False,1970,True,False,unknown,8,jun,30,1,404,2,success,False,kihn,annabelle,3,6,nan
2104,38,"704murphykn0llssuit3448\n3astlav3rn3,pa51926",self-employed,divorced,tertiary,False,1513,False,False,cellular,7,may,330,1,342,1,failure,False,sipes,jana,3,5,nan
2121,24,"3461 freeda cape \nsouth erynfurt, in 46987",student,single,secondary,False,508,True,False,telephone,18,may,12,3,374,1,other,False,boyer,jaiden,2,5,nan
2122,48,"7371raeplainssuite067\nweissnatstad,wa27436-2912",unemployed,married,secondary,False,817,False,False,cellular,14,jan,517,1,282,4,success,True,hagenes,madge,4,1,flat
2123,41,"462 schultz springs st.\nmaryjaneview, de 06987-1006",technician,divorced,secondary,False,348,True,False,cellular,7,may,225,2,275,2,failure,False,barton,jayce,4,5,nan
2131,35,"83360 stark lak3\nr3illystad, m3 19547-0392",housemaid,married,tertiary,False,1265,True,False,cellular,15,may,326,5,179,4,failure,True,konopelski,dakota,3,5,nan
2143,37,"70882 zulauf drive\nvernonbury, wi 12990-8922",management,married,tertiary,False,4089,True,False,cellular,2,feb,289,2,174,4,other,True,runte,alisha,3,2,nan
2151,51,"465 pedro shoal st.\nkassulkeburgh, mi 75690",blue-collar,divorced,primary,False,602,True,False,cellular,11,may,347,1,284,2,failure,False,dare,magali,5,5,nan
2159,33,"617flatleysummitst.\nlakeanastacioberg,hi40589-5110",services,married,secondary,False,386,False,False,cellular,12,nov,253,1,92,4,failure,True,emmerich,lacey,3,11,water
2166,47,"399unaprairieapt.346\njulesfurt,nd06726-4151",technician,married,secondary,False,826,True,False,telephone,18,nov,195,3,112,8,other,False,fadel,barton,4,11,nan
2176,28,"482 fl0ssi3 und3rpass apt. 284\ns0uth rup3rtt0n, wi 35265-2653",blue-collar,single,secondary,False,-46,True,False,cellular,1,sep,199,1,92,14,success,True,barrows,lenny,2,9,nan
2181,32,"34540 kenny lodge\nkuhnhaven, or 51672-9506",blue-collar,single,secondary,False,33,True,False,cellular,18,may,125,1,368,4,failure,False,nitzsche,oceane,3,5,nan
2185,40,"3320tevinvistaapt.065\nnorthsunny,aa54541",services,married,secondary,False,1438,True,False,cellular,6,may,207,1,351,2,failure,False,dach,herminia,4,5,nan
2188,46,"148 ryleigh station st.\nnew antwanstad, fl 74559",admin.,single,secondary,False,1693,True,False,cellular,25,jan,137,1,97,1,success,False,ritchie,florine,4,1,nan
2196,54,"066 sanf0rd gl3n \n3ast cristinashir3, sc 96774-8827",management,divorced,tertiary,False,26306,True,False,cellular,11,feb,27,1,84,3,failure,False,koss,kailyn,5,2,nan
2212,34,"3363 gudrun heights \nfadeltown, va 50868-6200",management,married,tertiary,False,3301,True,False,cellular,17,jun,485,2,227,4,failure,True,wolff,larue,3,6,nan
2213,24,"774 veda parks \ngerlachside, gu 04469",student,single,secondary,False,822,False,False,cellular,27,oct,184,1,91,2,failure,True,schumm,roxane,2,10,nan
2215,34,"992 paucek courts st.\nmorissettebury, as 58154",management,single,unknown,False,1534,True,False,cellular,16,apr,156,1,147,7,other,False,zieme,letha,3,4,nan
2220,33,"6671 gl0ria str33t av3.\n3ast n3dra, mp 97497-1875",blue-collar,married,secondary,False,139,True,True,cellular,18,may,732,2,291,5,failure,True,carroll,roosevelt,3,5,nan
2235,46,"635 m00r3 inl3t suit3 925\nn0rth c0nrad, vi 98338-5827",management,single,tertiary,False,46,False,True,cellular,17,nov,80,1,152,1,failure,False,hills,kacey,4,11,nan
2242,34,"264 krystel shoal suite 733\nnew lottie, fm 96792-3040",admin.,single,secondary,False,10,False,True,cellular,18,nov,162,1,173,3,failure,False,ankunding,valentine,3,11,nan
2249,49,"2969juniuscliffssuite030\nyundthaven,aa29002-7671",unemployed,divorced,tertiary,False,780,False,False,cellular,8,nov,148,1,871,2,failure,False,armstrong,merle,4,11,nan
2251,37,"6228y0stwallapt.837\nn3wgranvill3,wa39828",management,married,tertiary,False,238,False,False,cellular,3,feb,185,1,92,1,success,True,considine,moshe,3,2,nan
2255,36,"7801 leatha avenue suite 034\nsigmundburgh, ak 56749",management,single,tertiary,False,1531,True,False,cellular,8,may,81,3,170,1,failure,False,senger,andre,3,5,nan
2263,58,"5686migu3lcliffapt.390\n3valynm0uth,ar18495",retired,married,secondary,False,502,True,False,cellular,12,may,197,2,370,3,failure,False,von,karley,5,5,nan
2266,55,"262torphydrivest.\neastjavonshire,tn73102",admin.,married,secondary,False,0,False,False,cellular,23,sep,180,2,238,3,success,False,rogahn,cordell,5,9,nan
2271,34,"0568 gr33n run suit3 729\ngibs0nland, ap 73510-1284",management,single,tertiary,False,171,True,False,cellular,7,may,191,1,294,1,failure,False,kovacek,veda,3,5,nan
2277,38,"687 kiehn villages suite 849\nmozelletown, pr 70563-5460",technician,married,secondary,False,1931,False,False,cellular,2,jun,167,1,298,10,other,False,williamson,billie,3,6,nan
2293,34,"184pfannerstilllanest.\nlakeayanaberg,de63130",entrepreneur,married,secondary,False,2,True,True,cellular,5,may,184,1,167,6,failure,False,lowe,angelita,3,5,water
2294,48,"2843 romaguera village ave.\ntreutelstad, pw 77278-3454",technician,married,secondary,False,197,False,True,cellular,3,feb,47,2,222,3,other,False,bashirian,abel,4,2,nan
2302,28,"2755 littel dale suite 309\njeffreyton, pa 09248-2335",technician,single,secondary,False,769,True,False,cellular,15,may,153,1,371,2,failure,False,bradtke,lexus,2,5,nan
2306,36,"879 doyle squares apt. 191\nwest wiley, co 15851",technician,married,tertiary,False,6,True,False,cellular,27,jan,100,1,435,1,failure,False,wintheiser,leonie,3,1,nan
2318,53,"9265v0lkmanfallapt.661\nf33n3yshir3,va20363-5361",admin.,married,secondary,False,225,True,False,cellular,20,apr,304,1,340,1,failure,False,flatley,alexanne,5,4,nan
2325,38,"968 shayne landing \nrempelborough, md 71979",admin.,single,secondary,False,883,True,False,cellular,12,may,95,1,327,9,other,False,o'conner,kenny,3,5,nan
2332,30,"62627 theo station\njennyferstad, sc 74670",management,married,tertiary,False,102,True,False,cellular,5,apr,470,7,426,3,other,True,mcdermott,icie,3,4,nan
2335,33,"521 megane trail st.\nnorth allenebury, vt 88170-8242",admin.,single,tertiary,False,490,True,False,cellular,7,may,31,1,363,2,failure,False,hegmann,gennaro,3,5,nan
2345,26,"6489 ulises valley ave.\nkianchester, wv 83857",services,single,secondary,False,512,True,True,cellular,30,jan,206,5,239,3,failure,False,altenwerth,leanna,2,1,nan
2359,36,"8113 harber plain suite 837\nwest johathan, vi 87620",services,single,secondary,False,417,True,False,cellular,6,feb,15,10,207,3,failure,False,hackett,geovany,3,2,flat
2365,33,"81377 r0gahn vall3ys\nn0rth j3v0n, pa 85419-2321",admin.,divorced,secondary,False,661,True,False,cellular,18,nov,411,1,173,2,other,False,haag,dakota,3,11,nan
2372,43,"447 v3um sh0r3s apt. 790\nw3st macyshir3, va 42687",services,single,secondary,False,3403,True,False,cellular,12,nov,707,2,97,2,success,True,emmerich,eloy,4,11,nan
2379,42,"600 farr3ll ridg3 st.\nn3w mafalda, tx 59580",blue-collar,divorced,secondary,False,1491,True,False,cellular,6,may,203,2,334,2,failure,False,boyer,palma,4,5,nan
2380,32,"91420 h0w3ll vill3\ncamrynt0n, m0 75900-0975",technician,single,secondary,False,6402,True,False,cellular,6,may,158,1,167,1,success,False,o'hara,norma,3,5,nan
2396,30,"8245 ab3 vall3y apt. 231\nn3w vinc3nza, 0k 41812",management,married,tertiary,False,877,False,False,cellular,13,aug,202,1,83,5,failure,False,gerlach,breanne,3,8,nan
2405,40,"071 wintheiser village apt. 852\nport pink, nh 15800",technician,married,secondary,False,0,True,True,cellular,26,jul,105,2,172,1,failure,False,towne,era,4,7,nan
2429,26,"888 mario knolls \nauerborough, aa 99477-8451",student,single,secondary,False,203,False,False,cellular,16,nov,104,1,196,1,failure,False,keebler,darlene,2,11,nan
2430,52,"05112 n0r3n3 fall\ngrim3sshir3, al 73377",technician,married,secondary,False,1818,False,True,cellular,17,nov,189,2,111,4,failure,False,thiel,alverta,5,11,nan
2431,42,"714kundeknollsst.\neastbrendenchester,md79944-5141",unemployed,married,secondary,False,1289,False,False,cellular,15,jul,250,4,415,2,failure,True,bernhard,delmer,4,7,nan
2433,73,"033nyaestatesapt.526\ngarthborough,ne63968-6595",retired,married,primary,False,796,False,False,cellular,23,oct,427,1,182,2,failure,True,reichel,harry,7,10,nan
2436,51,"012shanahangat3waysuit3475\nw3stm0uth,0h63229",technician,married,secondary,False,117,False,False,cellular,24,aug,467,2,88,4,other,True,kohler,narciso,5,8,nan
2438,39,"485 bahringer falls st.\nport roel, id 93412-2926",management,married,tertiary,False,691,True,True,cellular,16,apr,517,1,255,1,failure,False,zieme,haylie,3,4,nan
2444,35,"0762 tillman gr33ns av3.\nwilh3lmsid3, n3 93628",management,married,secondary,False,724,True,False,cellular,14,jul,287,2,415,1,failure,True,grady,alexander,3,7,nan
2446,30,"54121 3vans und3rpass\ns0uth sydni3b3rg, fl 58990",blue-collar,married,secondary,False,-28,True,False,cellular,18,may,284,2,371,1,failure,False,romaguera,leola,3,5,nan
2447,46,"769 kessler stream st.\nwaterstown, ak 57825",blue-collar,married,primary,False,665,False,False,cellular,30,jan,89,4,235,2,failure,False,pollich,tony,4,1,nan
2449,36,"883 enrique expressway apt. 760\neast antonioborough, ms 62152",management,married,tertiary,False,925,False,False,cellular,14,dec,321,3,189,4,success,True,homenick,aleen,3,12,nan
2460,26,"1597 cronin drives apt. 270\nnorth hayleyside, ks 21998-7905",blue-collar,single,primary,False,155,True,False,cellular,29,jan,291,1,244,4,failure,False,hessel,howard,2,1,nan
2471,22,"28309 everardo gardens\nsouth krystalbury, or 02048-0715",student,single,secondary,False,2488,False,False,cellular,8,nov,449,2,38,10,other,True,runte,alexa,2,11,nan
2474,32,"260 ryan extensions st.\njacobsfurt, co 62059",management,married,tertiary,False,1667,True,False,cellular,18,nov,164,2,179,3,failure,False,pagac,raleigh,3,11,nan
2478,50,"750schusterextensionsst.\nportviolette,mp02798",admin.,divorced,secondary,False,769,False,False,cellular,28,jul,72,2,363,4,failure,False,haley,ali,5,7,nan
2486,50,"4832jalynmeadowsuite292\nsybleville,nd91200",unknown,married,unknown,False,558,False,False,cellular,9,jul,464,1,683,6,failure,True,beer,albertha,5,7,nan
2524,35,"75199 amanda trail\nwest leraville, vi 67093-2266",blue-collar,married,secondary,False,1257,True,False,cellular,20,apr,93,3,329,7,failure,False,schmitt,gina,3,4,nan
2525,55,"035 lester oval st.\nwest crystelstad, in 09087-9538",blue-collar,married,unknown,False,23,False,False,cellular,30,jan,143,1,2,3,other,False,schimmel,icie,5,1,nan
2529,48,"960ryanrapidst.\nsouthlora,ut23676-5360",management,single,tertiary,False,8106,False,False,unknown,17,nov,125,1,111,3,failure,False,waters,aletha,4,11,nan
2536,56,"99675billi3p0rts\nn0rthcryst3lf0rt,m361511",entrepreneur,divorced,primary,False,29,False,False,cellular,29,jan,52,2,227,1,failure,False,skiles,amara,5,1,nan
2539,44,"192jennyferriverapt.988\nstammbury,nc27252-7965",technician,divorced,secondary,False,14,False,False,cellular,13,nov,167,1,92,1,success,True,witting,laverna,4,11,nan
2540,31,"60090 mack lodge\nannabelfort, tn 54995-0663",management,married,tertiary,False,4148,True,False,cellular,21,nov,316,3,99,9,other,True,klocko,alexandria,3,11,nan
2555,49,"97389 aur3li3 highway\ns0uth chynastad, ar 93840-5297",unemployed,married,tertiary,False,377,False,False,cellular,22,may,158,1,59,2,failure,False,considine,aliya,4,5,nan
2556,34,"653 mccullough road apt. 564\nsouth omaland, hi 04249",admin.,divorced,secondary,False,479,True,False,cellular,12,may,515,1,350,5,failure,True,heaney,georgiana,3,5,nan
2560,44,"3754 jack cape apt. 538\nnew judy, nm 04802-0710",blue-collar,married,secondary,False,1071,True,False,cellular,11,may,143,3,357,1,failure,False,hayes,noemie,4,5,nan
2563,55,"396kingp0rtst.\nk33lingch3st3r,il32482-9629",admin.,married,secondary,False,865,True,False,cellular,17,apr,85,1,151,1,failure,False,cole,cordelia,5,4,nan
2583,52,"80832 morissette centers\nbarrowsville, pr 52603-4866",technician,married,tertiary,False,2557,False,False,cellular,28,jan,134,5,204,2,success,True,ankunding,nya,5,1,nan
2596,32,"7695kirlinwalks\ns0uthth30,0k34234",technician,married,secondary,False,4,False,False,cellular,4,feb,145,2,260,4,failure,False,dubuque,dale,3,2,nan
2598,36,"59517 smitham valley\nstiedemanntown, tn 73725-4275",blue-collar,single,primary,False,367,False,False,cellular,2,feb,217,1,221,1,failure,False,bergstrom,gudrun,3,2,nan
2613,36,"654 carm3l0 flat st.\nc0rin3t0n, vi 47601",admin.,married,secondary,False,725,True,False,cellular,27,feb,123,3,99,8,failure,False,stiedemann,alycia,3,2,nan
2615,45,"300 dubuqu3 lights suit3 636\nn3w j3ff3rystad, ak 03880-9607",blue-collar,married,secondary,False,776,True,False,cellular,6,feb,232,4,253,1,failure,False,yost,maryse,4,2,nan
2620,28,"965 bartoletti plains st.\nhowellburgh, mi 72090",technician,single,secondary,False,1453,True,False,cellular,12,may,246,1,343,1,other,False,koch,mason,2,5,flat
2640,27,"619wolfunderpassst.\nolenhaven,de53155-7625",admin.,single,tertiary,False,3672,True,False,cellular,15,may,157,2,351,5,failure,False,sporer,johnny,2,5,nan
2653,45,"8518 monroe ranch suite 880\ncielofort, al 64938",blue-collar,single,secondary,False,0,True,False,cellular,26,apr,1472,1,192,4,failure,True,hirthe,raymond,4,4,nan
2654,36,"577 schultz h0ll0w st.\naishap0rt, nd 85237",management,married,tertiary,False,1133,True,False,cellular,4,aug,293,1,181,2,other,True,wintheiser,magdalena,3,8,nan
2659,59,"366torphytrailst.\nkatelynnside,az70374-1261",admin.,married,secondary,False,92,True,False,cellular,12,may,139,2,350,1,failure,False,cartwright,laurine,5,5,nan
2665,27,"905orionvistast.\nhillltown,vi29151",student,single,tertiary,False,3733,True,False,cellular,22,may,198,1,98,6,success,True,wuckert,sterling,2,5,relief
2670,46,"45134 dani3lla parkway\ngl3nburgh, 0h 92777",admin.,married,secondary,False,0,True,True,cellular,20,apr,239,2,259,2,failure,False,brakus,maryam,4,4,nan
2673,35,"033 padberg point apt. 880\nsouth mohamedhaven, wy 53523",self-employed,married,tertiary,False,560,True,False,cellular,2,apr,58,1,136,1,failure,False,hansen,sidney,3,4,nan
2675,29,"1710 th0ra f3rry suit3 452\nn0rth n3wt0nstad, wi 34225",management,single,tertiary,False,437,False,False,cellular,5,aug,504,1,92,1,success,True,fritsch,edward,2,8,nan
